Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 137 -> Point 36, HEIDI Value: 1.0000
Point 137 -> Point 62, HEIDI Value: 1.0000
Point 137 -> Point 89, HEIDI Value: 1.0000
Point 137 -> Point 92, HEIDI Value: 1.0000
Point 137 -> Point 122, HEIDI Value: 1.0000
Point 137 -> Point 142, HEIDI Value: 1.0000
Point 137 -> Point 147, HEIDI Value: 1.0000
Point 137 -> Point 178, HEIDI Value: 1.0000
Point 137 -> Point 191, HEIDI Value: 1.0000
Point 137 -> Point 193, HEIDI Value: 1.0000
Point 137 -> Point 214, HEIDI Value: 1.0000
Point 137 -> Point 260, HEIDI Value: 1.0000
Point 137 -> Point 283, HEIDI Value: 1.0000
Point 137 -> Point 288, HEIDI Value: 1.0000
Point 138 -> Point 21, HEIDI Value: 1.0000
Point 138 -> Point 40, HEIDI Value: 1.0000
Point 138 -> Point 52, HEIDI Value: 1.0000
Point 138 -> Point 59, HEIDI Value: 1.0000
Point 138 -> Point 64, HEIDI Value: 1.0000
Point 138 -> Point 65, HEIDI Value: 1.0000
Point 138 -> Point 66, HEIDI Value: 1.0000
Point 138 -> Point 69, HEIDI Value: 1.0000
Point 138 -> Point 71, HEIDI Value: 1.0000
Point 138 -> Point 74, HEIDI Value: 1.0000
Point 138 -> Point 75, HEIDI Value: 1.0000
Point 138 -> Point 103, HEIDI Value: 1.0000
Point 138 -> Point 151, HEIDI Value: 1.0000
Point 138 -> Point 170, HEIDI Value: 1.0000
Point 138 -> Point 184, HEIDI Value: 1.0000
Point 138 -> Point 185, HEIDI Value: 1.0000
Point 138 -> Point 216, HEIDI Value: 1.0000
Point 138 -> Point 235, HEIDI Value: 1.0000
Point 138 -> Point 257, HEIDI Value: 1.0000
Point 139 -> Point 7, HEIDI Value: 1.0000
Point 139 -> Point 60, HEIDI Value: 1.0000
Point 139 -> Point 98, HEIDI Value: 1.0000
Point 139 -> Point 115, HEIDI Value: 1.0000
Point 139 -> Point 149, HEIDI Value: 1.0000
Point 139 -> Point 155, HEIDI Value: 1.0000
Point 139 -> Point 191, HEIDI Value: 1.0000
Point 139 -> Point 222, HEIDI Value: 1.0000
Point 139 -> Point 254, HEIDI Value: 1.0000
Point 139 -> Point 266, HEIDI Value: 1.0000
Point 139 -> Point 289, HEIDI Value: 1.0000
Point 140 -> Point 3, HEIDI Value: 1.0000
Point 140 -> Point 35, HEIDI Value: 1.0000
Point 140 -> Point 82, HEIDI Value: 1.0000
Point 140 -> Point 88, HEIDI Value: 1.0000
Point 140 -> Point 89, HEIDI Value: 1.0000
Point 140 -> Point 94, HEIDI Value: 1.0000
Point 140 -> Point 107, HEIDI Value: 1.0000
Point 140 -> Point 123, HEIDI Value: 1.0000
Point 140 -> Point 124, HEIDI Value: 1.0000
Point 140 -> Point 147, HEIDI Value: 1.0000
Point 140 -> Point 163, HEIDI Value: 1.0000
Point 140 -> Point 171, HEIDI Value: 1.0000
Point 140 -> Point 215, HEIDI Value: 1.0000
Point 140 -> Point 260, HEIDI Value: 1.0000
Point 140 -> Point 285, HEIDI Value: 1.0000
Point 141 -> Point 5, HEIDI Value: 1.0000
Point 141 -> Point 43, HEIDI Value: 1.0000
Point 141 -> Point 57, HEIDI Value: 1.0000
Point 141 -> Point 94, HEIDI Value: 1.0000
Point 141 -> Point 105, HEIDI Value: 1.0000
Point 141 -> Point 136, HEIDI Value: 1.0000
Point 141 -> Point 145, HEIDI Value: 1.0000
Point 141 -> Point 158, HEIDI Value: 1.0000
Point 141 -> Point 175, HEIDI Value: 1.0000
Point 141 -> Point 193, HEIDI Value: 1.0000
Point 141 -> Point 194, HEIDI Value: 1.0000
Point 141 -> Point 203, HEIDI Value: 1.0000
Point 141 -> Point 227, HEIDI Value: 1.0000
Point 141 -> Point 245, HEIDI Value: 1.0000
Point 141 -> Point 256, HEIDI Value: 1.0000
Point 141 -> Point 273, HEIDI Value: 1.0000
Point 141 -> Point 278, HEIDI Value: 1.0000
Point 141 -> Point 285, HEIDI Value: 1.0000
Point 141 -> Point 296, HEIDI Value: 1.0000
Point 142 -> Point 22, HEIDI Value: 1.0000
Point 142 -> Point 78, HEIDI Value: 1.0000
Point 142 -> Point 88, HEIDI Value: 1.0000
Point 142 -> Point 96, HEIDI Value: 1.0000
Point 142 -> Point 97, HEIDI Value: 1.0000
Point 142 -> Point 123, HEIDI Value: 1.0000
Point 142 -> Point 137, HEIDI Value: 1.0000
Point 142 -> Point 165, HEIDI Value: 1.0000
Point 142 -> Point 167, HEIDI Value: 1.0000
Point 142 -> Point 182, HEIDI Value: 1.0000
Point 142 -> Point 191, HEIDI Value: 1.0000
Point 142 -> Point 214, HEIDI Value: 1.0000
Point 142 -> Point 224, HEIDI Value: 1.0000
Point 142 -> Point 240, HEIDI Value: 1.0000
Point 142 -> Point 244, HEIDI Value: 1.0000
Point 142 -> Point 253, HEIDI Value: 1.0000
Point 142 -> Point 275, HEIDI Value: 1.0000
Point 142 -> Point 283, HEIDI Value: 1.0000
Point 142 -> Point 289, HEIDI Value: 1.0000
Point 143 -> Point 8, HEIDI Value: 1.0000
Point 143 -> Point 39, HEIDI Value: 1.0000
Point 143 -> Point 61, HEIDI Value: 1.0000
Point 143 -> Point 67, HEIDI Value: 1.0000
Point 143 -> Point 88, HEIDI Value: 1.0000
Point 143 -> Point 89, HEIDI Value: 1.0000
Point 143 -> Point 96, HEIDI Value: 1.0000
Point 143 -> Point 97, HEIDI Value: 1.0000
Point 143 -> Point 100, HEIDI Value: 1.0000
Point 143 -> Point 123, HEIDI Value: 1.0000
Point 143 -> Point 167, HEIDI Value: 1.0000
Point 143 -> Point 172, HEIDI Value: 1.0000
Point 143 -> Point 181, HEIDI Value: 1.0000
Point 143 -> Point 196, HEIDI Value: 1.0000
Point 143 -> Point 243, HEIDI Value: 1.0000
Point 143 -> Point 253, HEIDI Value: 1.0000
Point 143 -> Point 258, HEIDI Value: 1.0000
Point 143 -> Point 271, HEIDI Value: 1.0000
Point 143 -> Point 275, HEIDI Value: 1.0000
Point 144 -> Point 0, HEIDI Value: 1.0000
Point 144 -> Point 5, HEIDI Value: 1.0000
Point 144 -> Point 67, HEIDI Value: 1.0000
Point 144 -> Point 76, HEIDI Value: 1.0000
Point 144 -> Point 92, HEIDI Value: 1.0000
Point 144 -> Point 106, HEIDI Value: 1.0000
Point 144 -> Point 107, HEIDI Value: 1.0000
Point 144 -> Point 130, HEIDI Value: 1.0000
Point 144 -> Point 147, HEIDI Value: 1.0000
Point 144 -> Point 158, HEIDI Value: 1.0000
Point 144 -> Point 163, HEIDI Value: 1.0000
Point 144 -> Point 193, HEIDI Value: 1.0000
Point 144 -> Point 203, HEIDI Value: 1.0000
Point 144 -> Point 205, HEIDI Value: 1.0000
Point 144 -> Point 214, HEIDI Value: 1.0000
Point 144 -> Point 243, HEIDI Value: 1.0000
Point 144 -> Point 272, HEIDI Value: 1.0000
Point 144 -> Point 275, HEIDI Value: 1.0000
Point 144 -> Point 283, HEIDI Value: 1.0000
Point 144 -> Point 285, HEIDI Value: 1.0000
Point 144 -> Point 296, HEIDI Value: 1.0000
Point 145 -> Point 4, HEIDI Value: 1.0000
Point 145 -> Point 76, HEIDI Value: 1.0000
Point 145 -> Point 82, HEIDI Value: 1.0000
Point 145 -> Point 90, HEIDI Value: 1.0000
Point 145 -> Point 94, HEIDI Value: 1.0000
Point 145 -> Point 96, HEIDI Value: 1.0000
Point 145 -> Point 101, HEIDI Value: 1.0000
Point 145 -> Point 113, HEIDI Value: 1.0000
Point 145 -> Point 115, HEIDI Value: 1.0000
Point 145 -> Point 209, HEIDI Value: 1.0000
Point 145 -> Point 232, HEIDI Value: 1.0000
Point 145 -> Point 262, HEIDI Value: 1.0000
Point 145 -> Point 278, HEIDI Value: 1.0000
Point 145 -> Point 296, HEIDI Value: 1.0000
Point 146 -> Point 12, HEIDI Value: 1.0000
Point 146 -> Point 40, HEIDI Value: 1.0000
Point 146 -> Point 108, HEIDI Value: 1.0000
Point 146 -> Point 109, HEIDI Value: 1.0000
Point 146 -> Point 112, HEIDI Value: 1.0000
Point 146 -> Point 132, HEIDI Value: 1.0000
Point 146 -> Point 135, HEIDI Value: 1.0000
Point 146 -> Point 169, HEIDI Value: 1.0000
Point 146 -> Point 173, HEIDI Value: 1.0000
Point 146 -> Point 180, HEIDI Value: 1.0000
Point 146 -> Point 184, HEIDI Value: 1.0000
Point 146 -> Point 186, HEIDI Value: 1.0000
Point 146 -> Point 212, HEIDI Value: 1.0000
Point 146 -> Point 230, HEIDI Value: 1.0000
Point 146 -> Point 236, HEIDI Value: 1.0000
Point 146 -> Point 237, HEIDI Value: 1.0000
Point 146 -> Point 238, HEIDI Value: 1.0000
Point 146 -> Point 250, HEIDI Value: 1.0000
Point 146 -> Point 267, HEIDI Value: 1.0000
Point 146 -> Point 287, HEIDI Value: 1.0000
Point 146 -> Point 292, HEIDI Value: 1.0000
Point 147 -> Point 4, HEIDI Value: 1.0000
Point 147 -> Point 15, HEIDI Value: 1.0000
Point 147 -> Point 16, HEIDI Value: 1.0000
Point 147 -> Point 99, HEIDI Value: 1.0000
Point 147 -> Point 113, HEIDI Value: 1.0000
Point 147 -> Point 137, HEIDI Value: 1.0000
Point 147 -> Point 140, HEIDI Value: 1.0000
Point 147 -> Point 144, HEIDI Value: 1.0000
Point 147 -> Point 158, HEIDI Value: 1.0000
Point 147 -> Point 161, HEIDI Value: 1.0000
Point 147 -> Point 182, HEIDI Value: 1.0000
Point 147 -> Point 202, HEIDI Value: 1.0000
Point 147 -> Point 224, HEIDI Value: 1.0000
Point 147 -> Point 275, HEIDI Value: 1.0000
Point 147 -> Point 288, HEIDI Value: 1.0000
Point 148 -> Point 31, HEIDI Value: 1.0000
Point 148 -> Point 33, HEIDI Value: 1.0000
Point 148 -> Point 46, HEIDI Value: 1.0000
Point 148 -> Point 56, HEIDI Value: 1.0000
Point 148 -> Point 65, HEIDI Value: 1.0000
Point 148 -> Point 69, HEIDI Value: 1.0000
Point 148 -> Point 73, HEIDI Value: 1.0000
Point 148 -> Point 91, HEIDI Value: 1.0000
Point 148 -> Point 132, HEIDI Value: 1.0000
Point 148 -> Point 138, HEIDI Value: 1.0000
Point 148 -> Point 199, HEIDI Value: 1.0000
Point 148 -> Point 226, HEIDI Value: 1.0000
Point 148 -> Point 235, HEIDI Value: 1.0000
Point 148 -> Point 269, HEIDI Value: 1.0000
Point 148 -> Point 277, HEIDI Value: 1.0000
Point 149 -> Point 4, HEIDI Value: 1.0000
Point 149 -> Point 10, HEIDI Value: 1.0000
Point 149 -> Point 19, HEIDI Value: 1.0000
Point 149 -> Point 51, HEIDI Value: 1.0000
Point 149 -> Point 61, HEIDI Value: 1.0000
Point 149 -> Point 76, HEIDI Value: 1.0000
Point 149 -> Point 101, HEIDI Value: 1.0000
Point 149 -> Point 105, HEIDI Value: 1.0000
Point 149 -> Point 106, HEIDI Value: 1.0000
Point 149 -> Point 117, HEIDI Value: 1.0000
Point 149 -> Point 154, HEIDI Value: 1.0000
Point 149 -> Point 164, HEIDI Value: 1.0000
Point 149 -> Point 165, HEIDI Value: 1.0000
Point 149 -> Point 167, HEIDI Value: 1.0000
Point 149 -> Point 209, HEIDI Value: 1.0000
Point 149 -> Point 224, HEIDI Value: 1.0000
Point 149 -> Point 232, HEIDI Value: 1.0000
Point 149 -> Point 274, HEIDI Value: 1.0000
Point 149 -> Point 297, HEIDI Value: 1.0000
Point 150 -> Point 7, HEIDI Value: 1.0000
Point 150 -> Point 11, HEIDI Value: 1.0000
Point 150 -> Point 18, HEIDI Value: 1.0000
Point 150 -> Point 54, HEIDI Value: 1.0000
Point 150 -> Point 70, HEIDI Value: 1.0000
Point 150 -> Point 101, HEIDI Value: 1.0000
Point 150 -> Point 106, HEIDI Value: 1.0000
Point 150 -> Point 117, HEIDI Value: 1.0000
Point 150 -> Point 120, HEIDI Value: 1.0000
Point 150 -> Point 129, HEIDI Value: 1.0000
Point 150 -> Point 188, HEIDI Value: 1.0000
Point 150 -> Point 232, HEIDI Value: 1.0000
Point 150 -> Point 240, HEIDI Value: 1.0000
Point 150 -> Point 286, HEIDI Value: 1.0000
Point 150 -> Point 297, HEIDI Value: 1.0000
Point 150 -> Point 299, HEIDI Value: 1.0000
Point 151 -> Point 9, HEIDI Value: 1.0000
Point 151 -> Point 40, HEIDI Value: 1.0000
Point 151 -> Point 71, HEIDI Value: 1.0000
Point 151 -> Point 84, HEIDI Value: 1.0000
Point 151 -> Point 91, HEIDI Value: 1.0000
Point 151 -> Point 108, HEIDI Value: 1.0000
Point 151 -> Point 111, HEIDI Value: 1.0000
Point 151 -> Point 116, HEIDI Value: 1.0000
Point 151 -> Point 135, HEIDI Value: 1.0000
Point 151 -> Point 138, HEIDI Value: 1.0000
Point 151 -> Point 152, HEIDI Value: 1.0000
Point 151 -> Point 170, HEIDI Value: 1.0000
Point 151 -> Point 184, HEIDI Value: 1.0000
Point 151 -> Point 190, HEIDI Value: 1.0000
Point 151 -> Point 234, HEIDI Value: 1.0000
Point 151 -> Point 257, HEIDI Value: 1.0000
Point 152 -> Point 40, HEIDI Value: 1.0000
Point 152 -> Point 65, HEIDI Value: 1.0000
Point 152 -> Point 66, HEIDI Value: 1.0000
Point 152 -> Point 71, HEIDI Value: 1.0000
Point 152 -> Point 93, HEIDI Value: 1.0000
Point 152 -> Point 111, HEIDI Value: 1.0000
Point 152 -> Point 138, HEIDI Value: 1.0000
Point 152 -> Point 151, HEIDI Value: 1.0000
Point 152 -> Point 170, HEIDI Value: 1.0000
Point 152 -> Point 184, HEIDI Value: 1.0000
Point 152 -> Point 190, HEIDI Value: 1.0000
Point 152 -> Point 235, HEIDI Value: 1.0000
Point 152 -> Point 250, HEIDI Value: 1.0000
Point 153 -> Point 26, HEIDI Value: 1.0000
Point 153 -> Point 41, HEIDI Value: 1.0000
Point 153 -> Point 48, HEIDI Value: 1.0000
Point 153 -> Point 49, HEIDI Value: 1.0000
Point 153 -> Point 74, HEIDI Value: 1.0000
Point 153 -> Point 77, HEIDI Value: 1.0000
Point 153 -> Point 87, HEIDI Value: 1.0000
Point 153 -> Point 110, HEIDI Value: 1.0000
Point 153 -> Point 118, HEIDI Value: 1.0000
Point 153 -> Point 189, HEIDI Value: 1.0000
Point 153 -> Point 190, HEIDI Value: 1.0000
Point 153 -> Point 204, HEIDI Value: 1.0000
Point 153 -> Point 213, HEIDI Value: 1.0000
Point 153 -> Point 230, HEIDI Value: 1.0000
Point 153 -> Point 259, HEIDI Value: 1.0000
Point 153 -> Point 264, HEIDI Value: 1.0000
Point 153 -> Point 268, HEIDI Value: 1.0000
Point 153 -> Point 284, HEIDI Value: 1.0000
Point 154 -> Point 5, HEIDI Value: 1.0000
Point 154 -> Point 10, HEIDI Value: 1.0000
Point 154 -> Point 70, HEIDI Value: 1.0000
Point 154 -> Point 78, HEIDI Value: 1.0000
Point 154 -> Point 79, HEIDI Value: 1.0000
Point 154 -> Point 81, HEIDI Value: 1.0000
Point 154 -> Point 101, HEIDI Value: 1.0000
Point 154 -> Point 106, HEIDI Value: 1.0000
Point 154 -> Point 167, HEIDI Value: 1.0000
Point 154 -> Point 172, HEIDI Value: 1.0000
Point 154 -> Point 220, HEIDI Value: 1.0000
Point 154 -> Point 232, HEIDI Value: 1.0000
Point 154 -> Point 240, HEIDI Value: 1.0000
Point 154 -> Point 249, HEIDI Value: 1.0000
Point 154 -> Point 265, HEIDI Value: 1.0000
Point 154 -> Point 286, HEIDI Value: 1.0000
Point 154 -> Point 295, HEIDI Value: 1.0000
Point 155 -> Point 61, HEIDI Value: 1.0000
Point 155 -> Point 67, HEIDI Value: 1.0000
Point 155 -> Point 139, HEIDI Value: 1.0000
Point 155 -> Point 165, HEIDI Value: 1.0000
Point 155 -> Point 172, HEIDI Value: 1.0000
Point 155 -> Point 182, HEIDI Value: 1.0000
Point 155 -> Point 197, HEIDI Value: 1.0000
Point 155 -> Point 222, HEIDI Value: 1.0000
Point 155 -> Point 245, HEIDI Value: 1.0000
Point 155 -> Point 254, HEIDI Value: 1.0000
Point 155 -> Point 266, HEIDI Value: 1.0000
Point 155 -> Point 283, HEIDI Value: 1.0000
Point 156 -> Point 2, HEIDI Value: 1.0000
Point 156 -> Point 9, HEIDI Value: 1.0000
Point 156 -> Point 20, HEIDI Value: 1.0000
Point 156 -> Point 24, HEIDI Value: 1.0000
Point 156 -> Point 40, HEIDI Value: 1.0000
Point 156 -> Point 44, HEIDI Value: 1.0000
Point 156 -> Point 59, HEIDI Value: 1.0000
Point 156 -> Point 102, HEIDI Value: 1.0000
Point 156 -> Point 111, HEIDI Value: 1.0000
Point 156 -> Point 138, HEIDI Value: 1.0000
Point 156 -> Point 184, HEIDI Value: 1.0000
Point 156 -> Point 186, HEIDI Value: 1.0000
Point 156 -> Point 231, HEIDI Value: 1.0000
Point 156 -> Point 234, HEIDI Value: 1.0000
Point 156 -> Point 238, HEIDI Value: 1.0000
Point 156 -> Point 257, HEIDI Value: 1.0000
Point 157 -> Point 14, HEIDI Value: 1.0000
Point 157 -> Point 24, HEIDI Value: 1.0000
Point 157 -> Point 37, HEIDI Value: 1.0000
Point 157 -> Point 65, HEIDI Value: 1.0000
Point 157 -> Point 66, HEIDI Value: 1.0000
Point 157 -> Point 68, HEIDI Value: 1.0000
Point 157 -> Point 112, HEIDI Value: 1.0000
Point 157 -> Point 138, HEIDI Value: 1.0000
Point 157 -> Point 146, HEIDI Value: 1.0000
Point 157 -> Point 169, HEIDI Value: 1.0000
Point 157 -> Point 234, HEIDI Value: 1.0000
Point 157 -> Point 235, HEIDI Value: 1.0000
Point 157 -> Point 236, HEIDI Value: 1.0000
Point 158 -> Point 76, HEIDI Value: 1.0000
Point 158 -> Point 82, HEIDI Value: 1.0000
Point 158 -> Point 92, HEIDI Value: 1.0000
Point 158 -> Point 96, HEIDI Value: 1.0000
Point 158 -> Point 101, HEIDI Value: 1.0000
Point 158 -> Point 124, HEIDI Value: 1.0000
Point 158 -> Point 144, HEIDI Value: 1.0000
Point 158 -> Point 145, HEIDI Value: 1.0000
Point 158 -> Point 147, HEIDI Value: 1.0000
Point 158 -> Point 191, HEIDI Value: 1.0000
Point 158 -> Point 193, HEIDI Value: 1.0000
Point 158 -> Point 194, HEIDI Value: 1.0000
Point 158 -> Point 202, HEIDI Value: 1.0000
Point 158 -> Point 203, HEIDI Value: 1.0000
Point 158 -> Point 209, HEIDI Value: 1.0000
Point 158 -> Point 224, HEIDI Value: 1.0000
Point 158 -> Point 232, HEIDI Value: 1.0000
Point 158 -> Point 244, HEIDI Value: 1.0000
Point 158 -> Point 245, HEIDI Value: 1.0000
Point 158 -> Point 254, HEIDI Value: 1.0000
Point 158 -> Point 262, HEIDI Value: 1.0000
Point 159 -> Point 77, HEIDI Value: 1.0000
Point 159 -> Point 80, HEIDI Value: 1.0000
Point 159 -> Point 84, HEIDI Value: 1.0000
Point 159 -> Point 91, HEIDI Value: 1.0000
Point 159 -> Point 103, HEIDI Value: 1.0000
Point 159 -> Point 109, HEIDI Value: 1.0000
Point 159 -> Point 110, HEIDI Value: 1.0000
Point 159 -> Point 114, HEIDI Value: 1.0000
Point 159 -> Point 132, HEIDI Value: 1.0000
Point 159 -> Point 166, HEIDI Value: 1.0000
Point 159 -> Point 185, HEIDI Value: 1.0000
Point 159 -> Point 235, HEIDI Value: 1.0000
Point 159 -> Point 277, HEIDI Value: 1.0000
Point 159 -> Point 293, HEIDI Value: 1.0000
Point 160 -> Point 20, HEIDI Value: 1.0000
Point 160 -> Point 42, HEIDI Value: 1.0000
Point 160 -> Point 80, HEIDI Value: 1.0000
Point 160 -> Point 95, HEIDI Value: 1.0000
Point 160 -> Point 119, HEIDI Value: 1.0000
Point 160 -> Point 133, HEIDI Value: 1.0000
Point 160 -> Point 184, HEIDI Value: 1.0000
Point 160 -> Point 201, HEIDI Value: 1.0000
Point 160 -> Point 210, HEIDI Value: 1.0000
Point 160 -> Point 212, HEIDI Value: 1.0000
Point 160 -> Point 226, HEIDI Value: 1.0000
Point 160 -> Point 233, HEIDI Value: 1.0000
Point 160 -> Point 237, HEIDI Value: 1.0000
Point 160 -> Point 241, HEIDI Value: 1.0000
Point 160 -> Point 250, HEIDI Value: 1.0000
Point 160 -> Point 257, HEIDI Value: 1.0000
Point 160 -> Point 269, HEIDI Value: 1.0000
Point 160 -> Point 279, HEIDI Value: 1.0000
Point 160 -> Point 291, HEIDI Value: 1.0000
Point 161 -> Point 1, HEIDI Value: 1.0000
Point 161 -> Point 18, HEIDI Value: 1.0000
Point 161 -> Point 35, HEIDI Value: 1.0000
Point 161 -> Point 57, HEIDI Value: 1.0000
Point 161 -> Point 90, HEIDI Value: 1.0000
Point 161 -> Point 120, HEIDI Value: 1.0000
Point 161 -> Point 121, HEIDI Value: 1.0000
Point 161 -> Point 130, HEIDI Value: 1.0000
Point 161 -> Point 131, HEIDI Value: 1.0000
Point 161 -> Point 147, HEIDI Value: 1.0000
Point 161 -> Point 162, HEIDI Value: 1.0000
Point 161 -> Point 249, HEIDI Value: 1.0000
Point 161 -> Point 260, HEIDI Value: 1.0000
Point 161 -> Point 285, HEIDI Value: 1.0000
Point 161 -> Point 288, HEIDI Value: 1.0000
Point 162 -> Point 0, HEIDI Value: 1.0000
Point 162 -> Point 1, HEIDI Value: 1.0000
Point 162 -> Point 18, HEIDI Value: 1.0000
Point 162 -> Point 57, HEIDI Value: 1.0000
Point 162 -> Point 106, HEIDI Value: 1.0000
Point 162 -> Point 107, HEIDI Value: 1.0000
Point 162 -> Point 120, HEIDI Value: 1.0000
Point 162 -> Point 121, HEIDI Value: 1.0000
Point 162 -> Point 125, HEIDI Value: 1.0000
Point 162 -> Point 161, HEIDI Value: 1.0000
Point 162 -> Point 163, HEIDI Value: 1.0000
Point 162 -> Point 178, HEIDI Value: 1.0000
Point 162 -> Point 181, HEIDI Value: 1.0000
Point 162 -> Point 243, HEIDI Value: 1.0000
Point 162 -> Point 249, HEIDI Value: 1.0000
Point 162 -> Point 271, HEIDI Value: 1.0000
Point 162 -> Point 272, HEIDI Value: 1.0000
Point 162 -> Point 283, HEIDI Value: 1.0000
Point 163 -> Point 16, HEIDI Value: 1.0000
Point 163 -> Point 62, HEIDI Value: 1.0000
Point 163 -> Point 67, HEIDI Value: 1.0000
Point 163 -> Point 72, HEIDI Value: 1.0000
Point 163 -> Point 121, HEIDI Value: 1.0000
Point 163 -> Point 123, HEIDI Value: 1.0000
Point 163 -> Point 129, HEIDI Value: 1.0000
Point 163 -> Point 130, HEIDI Value: 1.0000
Point 163 -> Point 140, HEIDI Value: 1.0000
Point 163 -> Point 177, HEIDI Value: 1.0000
Point 163 -> Point 202, HEIDI Value: 1.0000
Point 163 -> Point 280, HEIDI Value: 1.0000
Point 163 -> Point 295, HEIDI Value: 1.0000
Point 164 -> Point 4, HEIDI Value: 1.0000
Point 164 -> Point 51, HEIDI Value: 1.0000
Point 164 -> Point 60, HEIDI Value: 1.0000
Point 164 -> Point 61, HEIDI Value: 1.0000
Point 164 -> Point 76, HEIDI Value: 1.0000
Point 164 -> Point 105, HEIDI Value: 1.0000
Point 164 -> Point 149, HEIDI Value: 1.0000
Point 164 -> Point 165, HEIDI Value: 1.0000
Point 164 -> Point 209, HEIDI Value: 1.0000
Point 164 -> Point 224, HEIDI Value: 1.0000
Point 164 -> Point 258, HEIDI Value: 1.0000
Point 165 -> Point 4, HEIDI Value: 1.0000
Point 165 -> Point 8, HEIDI Value: 1.0000
Point 165 -> Point 39, HEIDI Value: 1.0000
Point 165 -> Point 67, HEIDI Value: 1.0000
Point 165 -> Point 76, HEIDI Value: 1.0000
Point 165 -> Point 78, HEIDI Value: 1.0000
Point 165 -> Point 89, HEIDI Value: 1.0000
Point 165 -> Point 98, HEIDI Value: 1.0000
Point 165 -> Point 100, HEIDI Value: 1.0000
Point 165 -> Point 105, HEIDI Value: 1.0000
Point 165 -> Point 115, HEIDI Value: 1.0000
Point 165 -> Point 143, HEIDI Value: 1.0000
Point 165 -> Point 149, HEIDI Value: 1.0000
Point 165 -> Point 164, HEIDI Value: 1.0000
Point 165 -> Point 181, HEIDI Value: 1.0000
Point 165 -> Point 191, HEIDI Value: 1.0000
Point 165 -> Point 224, HEIDI Value: 1.0000
Point 165 -> Point 243, HEIDI Value: 1.0000
Point 165 -> Point 258, HEIDI Value: 1.0000
Point 165 -> Point 271, HEIDI Value: 1.0000
Point 165 -> Point 281, HEIDI Value: 1.0000
Point 166 -> Point 31, HEIDI Value: 1.0000
Point 166 -> Point 34, HEIDI Value: 1.0000
Point 166 -> Point 64, HEIDI Value: 1.0000
Point 166 -> Point 77, HEIDI Value: 1.0000
Point 166 -> Point 87, HEIDI Value: 1.0000
Point 166 -> Point 110, HEIDI Value: 1.0000
Point 166 -> Point 116, HEIDI Value: 1.0000
Point 166 -> Point 134, HEIDI Value: 1.0000
Point 166 -> Point 159, HEIDI Value: 1.0000
Point 166 -> Point 174, HEIDI Value: 1.0000
Point 166 -> Point 204, HEIDI Value: 1.0000
Point 166 -> Point 212, HEIDI Value: 1.0000
Point 166 -> Point 223, HEIDI Value: 1.0000
Point 166 -> Point 237, HEIDI Value: 1.0000
Point 166 -> Point 242, HEIDI Value: 1.0000
Point 166 -> Point 264, HEIDI Value: 1.0000
Point 166 -> Point 276, HEIDI Value: 1.0000
Point 166 -> Point 293, HEIDI Value: 1.0000
Point 166 -> Point 298, HEIDI Value: 1.0000
Point 167 -> Point 0, HEIDI Value: 1.0000
Point 167 -> Point 22, HEIDI Value: 1.0000
Point 167 -> Point 35, HEIDI Value: 1.0000
